Age,Workclass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-Country,Class
28, ?,206184, 10th,8, Divorced, ?, Not-in-family, White, Male,668,65,42, United-States, <=50K
45, Private,345689, Bachelors,8, Married-civ-spouse, ?, Not-in-family, White, Male,334,117,39, United-States, <=50K
70, ?,114059, HS-grad,10, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,5016,13,40, United-States, <=50K
45, Private,529939, 10th,9, Married-civ-spouse, ?, Not-in-family, White, Male,334,13,41, United-States, <=50K
43, ?,58784, Prof-school,10, Divorced, ?, Husband, White, Male,668,13,45, Cuba, <=50K
32, Private,27198, HS-grad,8, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,26,40, United-States, <=50K
33, Private,111427, 10th,9, Never-married, Exec-managerial, Husband, White, Male,334,26,10, United-States, <=50K
36, Private,211449, Bachelors,12, Divorced, Exec-managerial, Own-child, White, Female,668,13,55, United-States, >50K
53, Private,271988, Masters,5, Divorced, ?, Not-in-family, White, Male,6688,26,41, United-States, <=50K
30, ?,164070, 10th,9, Married-spouse-absent, Other-service, Husband, White, Female,3344,13,33, United-States, >50K
43, Local-gov,487825, HS-grad,10, Divorced, ?, Husband, White, Male,334,26,47, United-States, <=50K
50, Private,187759, HS-grad,5, Married-civ-spouse, Adm-clerical, Husband, White, Male,1337,26,40, United-States, >50K
67, Private,198288, 10th,9, Married-civ-spouse, Sales, Husband, White, Female,668,65,45, United-States, >50K
25, Self-emp-not-inc,53520, 10th,10, Married-civ-spouse, ?, Husband, White, Male,668,91,40, United-States, <=50K
71, Private,208817, 11th,13, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,1337,104,41, United-States, >50K
44, ?,24566, Some-college,12, Divorced, Sales, Husband, White, Male,1003,13,37, United-States, >50K
59, Private,174599, Masters,9, Divorced, ?, Husband, White, Male,334,39,39, United-States, <=50K
30, Private,182495, Assoc-acdm,13, Divorced, Adm-clerical, Husband, White, Female,1337,26,39, United-States, <=50K
65, ?,100898, HS-grad,10, Divorced, ?, Not-in-family, White, Male,1672,52,39, United-States, <=50K
17, ?,237770, 10th,9, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Male,1672,13,38, Ecuador, <=50K
37, Private,308838, 10th,8, Married-civ-spouse, Sales, Not-in-family, White, Female,1003,860,37, United-States, >50K
22, Private,182495, 10th,12, Married-civ-spouse, ?, Own-child, White, Male,1337,39,40, United-States, <=50K
30, Private,77209, HS-grad,8, Divorced, ?, Not-in-family, White, Female,1672,52,39, United-States, <=50K
40, Local-gov,198288, HS-grad,12, Divorced, Exec-managerial, Own-child, White, Male,0,65,47, United-States, >50K
44, Private,200920, 10th,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,334,39,62, United-States, >50K
48, ?,182495, Assoc-voc,7, Divorced, ?, Husband, White, Male,0,65,38, United-States, <=50K
30, ?,277253, HS-grad,8, Never-married, Machine-op-inspct, Husband, White, Female,0,13,63, United-States, >50K
33, Private,200920, 11th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,668,52,58, ?, <=50K
51, Private,121956, HS-grad,15, Never-married, Prof-specialty, Husband, White, Male,1003,26,19, United-States, <=50K
41, Federal-gov,335160, Assoc-voc,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,334,104,44, United-States, >50K
44, Local-gov,98266, HS-grad,11, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Male,3010,52,40, United-States, <=50K
22, Private,100898, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,26,38, United-States, <=50K
41, ?,37727, 10th,8, Divorced, Tech-support, Husband, White, Female,1672,26,41, ?, <=50K
51, Private,245667, Assoc-acdm,4, Married-civ-spouse, ?, Husband, White, Female,1672,26,32, United-States, >50K
47, Private,221977, 10th,9, Divorced, Craft-repair, Husband, White, Female,1337,52,42, United-States, <=50K
42, Private,414125, 10th,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,1337,13,55, United-States, <=50K
33, Private,214081, Bachelors,9, Never-married, Prof-specialty, Husband, White, Male,2006,52,46, United-States, <=50K
20, Private,198288, 10th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2006,13,66, Hong, <=50K
35, ?,150909, 10th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,1003,13,37, United-States, <=50K
36, Private,143013, 10th,9, Divorced, ?, Husband, Black, Male,334,39,40, United-States, <=50K
48, Private,114059, Some-college,14, Married-civ-spouse, ?, Husband, Black, Male,0,26,53, United-States, <=50K
36, ?,198288, 10th,8, Divorced, Prof-specialty, Husband, White, Male,668,78,41, United-States, <=50K
52, Private,314103, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,1337,13,52, United-States, <=50K
41, Private,211449, Bachelors,3, Divorced, ?, Husband, White, Male,668,117,42, United-States, <=50K
31, Private,140381, HS-grad,13, Married-civ-spouse, ?, Husband, White, Male,1672,78,48, United-States, <=50K
19, Private,156174, HS-grad,10, Married-civ-spouse, ?, Husband, White, Male,668,13,36, United-States, <=50K
42, ?,187759, 10th,10, Divorced, ?, Unmarried, White, Male,668,78,27, ?, <=50K
60, Private,77209, 10th,10, Married-civ-spouse, ?, Own-child, Amer-Indian-Eskimo, Male,1672,39,39, United-States, <=50K
53, Private,240402, HS-grad,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, United-States, <=50K
17, Private,166702, Assoc-acdm,10, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,334,0,36, Philippines, <=50K
26, Federal-gov,74577, HS-grad,8, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,1337,52,38, United-States, <=50K
24, Private,35094, HS-grad,12, Married-civ-spouse, ?, Not-in-family, White, Male,6354,13,42, United-States, <=50K
35, Local-gov,208817, Some-college,10, Widowed, Machine-op-inspct, Husband, White, Male,0,26,37, United-States, <=50K
42, Private,148277, Assoc-acdm,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,668,39,38, United-States, <=50K
41, ?,153541, 10th,10, Never-married, Craft-repair, Husband, White, Female,668,91,33, United-States, >50K
47, Local-gov,124588, 10th,9, Divorced, ?, Husband, White, Female,0,13,56, United-States, >50K
22, Private,203552, 10th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,334,3821,42, ?, <=50K
42, Private,106163, 10th,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,1337,52,57, United-States, <=50K
31, ?,348321, HS-grad,8, Married-civ-spouse, ?, Husband, White, Female,0,52,44, England, <=50K
25, Private,203552, 10th,11, Married-civ-spouse, ?, Husband, Black, Female,1672,0,32, United-States, <=50K
29, ?,369378, 10th,9, Divorced, ?, Not-in-family, Black, Male,1003,65,50, United-States, <=50K
60, Private,137748, Bachelors,13, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,1003,117,13, ?, <=50K
32, ?,129852, HS-grad,12, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,9364,0,39, Canada, >50K
39, ?,266724, 10th,6, Divorced, ?, Husband, White, Female,334,52,39, United-States, >50K
53, ?,308838, 10th,13, Married-civ-spouse, Sales, Husband, White, Male,1337,52,40, United-States, >50K
63, ?,82473, 10th,11, Married-civ-spouse, ?, Husband, White, Male,334,39,41, United-States, <=50K
37, ?,211449, Some-college,12, Divorced, Prof-specialty, Husband, White, Male,334,65,36, United-States, <=50K
56, ?,79841, 10th,9, Married-civ-spouse, Protective-serv, Other-relative, Amer-Indian-Eskimo, Female,668,0,24, United-States, <=50K
60, Private,356217, 11th,7, Divorced, ?, Husband, White, Male,668,26,47, United-States, <=50K
21, Private,185127, 12th,12, Married-civ-spouse, ?, Husband, White, Female,668,52,35, United-States, <=50K
33, ?,232506, Bachelors,13, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,2006,13,40, ?, <=50K
33, ?,179863, HS-grad,12, Divorced, ?, Husband, Black, Female,0,0,11, Canada, >50K
22, Private,148277, 11th,8, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,1003,65,37, United-States, <=50K
36, Private,227242, 10th,8, Married-civ-spouse, Sales, Husband, White, Male,1337,78,21, United-States, <=50K
35, ?,193024, HS-grad,12, Married-civ-spouse, Prof-specialty, Husband, White, Female,1337,65,40, United-States, <=50K
37, Private,385171, 9th,9, Married-civ-spouse, ?, Husband, White, Female,1672,0,39, United-States, <=50K
29, Private,137748, Assoc-acdm,13, Married-civ-spouse, ?, Husband, White, Female,334,156,20, United-States, <=50K
25, Private,135116, Bachelors,7, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,334,52,21, United-States, <=50K
45, ?,193024, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,26,29, United-States, >50K
46, Self-emp-inc,145645, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,334,39,47, United-States, >50K
30, Private,203552, Some-college,9, Married-civ-spouse, ?, Husband, White, Male,334,1891,37, United-States, <=50K
27, ?,208817, HS-grad,9, Divorced, Machine-op-inspct, Husband, White, Female,334,52,20, United-States, <=50K
34, ?,295678, 10th,6, Divorced, ?, Not-in-family, White, Male,0,65,3, ?, <=50K
47, Self-emp-not-inc,198288, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,26,29, United-States, <=50K
56, ?,195656, HS-grad,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,39,1, United-States, <=50K
28, Private,179863, 10th,10, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Male,668,26,38, United-States, >50K
20, ?,214081, Some-college,12, Never-married, Farming-fishing, Husband, White, Female,1337,39,46, ?, <=50K
42, ?,79841, HS-grad,9, Never-married, Craft-repair, Husband, White, Male,0,91,38, ?, <=50K
41, Private,145645, 5th-6th,12, Divorced, ?, Husband, Black, Female,334,52,48, United-States, <=50K
32, Local-gov,672076, 10th,9, Divorced, Sales, Husband, White, Female,1337,0,41, Columbia, <=50K
46, Local-gov,106163, 11th,13, Married-civ-spouse, Other-service, Husband, White, Male,0,52,40, United-States, <=50K
74, Private,171966, 10th,10, Divorced, ?, Husband, White, Male,1003,169,6, United-States, <=50K
50, ?,132484, Some-college,9, Married-civ-spouse, ?, Not-in-family, White, Male,0,0,37, ?, <=50K
67, ?,195656, 10th,14, Married-civ-spouse, ?, Own-child, White, Male,1003,0,55, United-States, >50K
58, Private,256195, 10th,10, Divorced, Other-service, Husband, White, Female,0,91,38, England, >50K
40, Private,137748, Bachelors,9, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,668,26,46, United-States, <=50K
44, ?,240402, 10th,12, Married-civ-spouse, ?, Husband, White, Male,1672,91,40, United-States, <=50K
26, Private,174599, Assoc-voc,9, Divorced, ?, Husband, White, Male,1003,13,36, Canada, <=50K
36, Private,237770, Bachelors,13, Divorced, ?, Husband, White, Female,334,143,29, United-States, <=50K
43, Private,82473, 10th,8, Divorced, Transport-moving, Husband, White, Male,2006,52,52, United-States, <=50K
54, Private,414125, Some-college,7, Married-civ-spouse, Farming-fishing, Own-child, White, Male,9364,39,54, United-States, <=50K
24, Private,298310, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,3344,13,51, ?, <=50K
37, Private,203552, Masters,15, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,668,1956,39, United-States, >50K
37, ?,193024, 10th,8, Married-civ-spouse, Other-service, Husband, White, Male,1003,78,43, United-States, >50K
31, Private,269356, 5th-6th,5, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,1672,26,38, United-States, >50K
29, Private,164070, Some-college,10, Married-civ-spouse, ?, Not-in-family, White, Male,4682,13,57, United-States, <=50K
52, ?,164070, Doctorate,9, Never-married, Exec-managerial, Husband, White, Female,2006,26,36, United-States, >50K
43, Private,319367, 10th,14, Married-civ-spouse, Other-service, Husband, White, Female,1003,78,8, United-States, >50K
29, Private,321999, 10th,11, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,334,13,44, United-States, <=50K
32, Private,143013, Prof-school,13, Never-married, Craft-repair, Husband, White, Female,7023,26,41, United-States, <=50K
48, Private,87738, Some-college,9, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,53, United-States, <=50K
43, Federal-gov,150909, Assoc-voc,8, Separated, Other-service, Husband, White, Female,1003,0,42, United-States, <=50K
32, Private,561525, Bachelors,4, Married-civ-spouse, Tech-support, Husband, White, Male,334,13,43, United-States, >50K
41, Private,140381, HS-grad,9, Divorced, ?, Not-in-family, White, Male,7357,13,43, United-States, >50K
17, Local-gov,219345, Assoc-acdm,9, Divorced, Tech-support, Own-child, White, Male,1003,39,46, United-States, <=50K
36, Private,64048, 10th,8, Divorced, ?, Husband, White, Female,668,65,37, United-States, >50K
42, Private,274620, Some-college,10, Married-civ-spouse, Sales, Not-in-family, White, Female,668,0,38, United-States, <=50K
53, Private,193024, Bachelors,12, Divorced, ?, Own-child, White, Female,334,52,47, United-States, <=50K
35, ?,332528, 10th,10, Married-civ-spouse, Prof-specialty, Husband, White, Female,3010,52,22, United-States, <=50K
20, ?,153541, 10th,9, Divorced, ?, Not-in-family, White, Male,0,26,39, England, <=50K
25, ?,364114, 10th,14, Married-civ-spouse, ?, Husband, White, Male,1337,117,38, United-States, <=50K
38, Private,277253, 10th,12, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,1337,52,50, United-States, <=50K
29, Private,137748, 10th,10, Divorced, ?, Wife, White, Male,0,143,31, South, <=50K
28, Local-gov,437814, Assoc-voc,9, Divorced, ?, Other-relative, Amer-Indian-Eskimo, Male,1003,26,20, United-States, <=50K
24, Private,266724, 10th,9, Divorced, Protective-serv, Husband, White, Male,668,26,18, United-States, >50K
28, Local-gov,171966, Some-college,12, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,0,52,38, United-States, <=50K
28, Private,127220, HS-grad,10, Never-married, ?, Husband, White, Male,334,65,40, United-States, <=50K
24, Private,335160, HS-grad,14, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,334,39,50, Jamaica, <=50K
40, Private,248299, 10th,11, Divorced, Other-service, Husband, White, Male,1337,52,50, United-States, <=50K
39, ?,193024, 10th,9, Married-civ-spouse, Other-service, Other-relative, White, Male,1337,0,39, United-States, >50K
21, Private,337792, Bachelors,8, Divorced, ?, Husband, White, Female,0,1682,31, ?, <=50K
48, Private,132484, 11th,14, Never-married, ?, Husband, White, Female,668,0,49, United-States, <=50K
58, Private,177231, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,8695,78,40, United-States, <=50K
17, Private,161438, Bachelors,9, Married-civ-spouse, ?, Husband, White, Male,2006,39,83, United-States, <=50K
31, Private,361482, HS-grad,12, Divorced, Craft-repair, Not-in-family, White, Male,3010,156,42, United-States, >50K
24, Private,108795, Bachelors,4, Divorced, Handlers-cleaners, Husband, White, Male,668,26,19, United-States, <=50K
47, Private,200920, Bachelors,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,33, United-States, <=50K
29, ?,66680, Assoc-voc,12, Married-civ-spouse, Craft-repair, Husband, White, Male,668,39,11, United-States, <=50K
24, ?,182495, 10th,8, Married-civ-spouse, Exec-managerial, Husband, White, Female,2675,130,38, United-States, <=50K
32, ?,369378, HS-grad,10, Divorced, Craft-repair, Not-in-family, White, Female,334,26,57, United-States, <=50K
27, Private,166702, 11th,10, Divorced, Exec-managerial, Own-child, White, Male,1003,13,40, United-States, <=50K
40, Private,143013, Assoc-acdm,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,668,13,40, United-States, <=50K
18, Private,171966, 10th,13, Married-civ-spouse, ?, Husband, White, Female,1003,13,43, United-States, <=50K
17, Local-gov,245667, Some-college,9, Divorced, ?, Husband, White, Female,5351,104,42, United-States, <=50K
39, Private,42991, 10th,10, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,668,26,38, United-States, <=50K
40, Local-gov,166702, 10th,8, Never-married, Craft-repair, Husband, White, Female,1003,52,57, United-States, <=50K
65, Self-emp-not-inc,340424, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,1337,26,41, United-States, <=50K
31, Private,250931, HS-grad,7, Married-civ-spouse, Tech-support, Husband, White, Male,1003,26,39, United-States, <=50K
49, Private,32462, Bachelors,8, Divorced, ?, Husband, White, Female,1337,26,39, United-States, >50K
41, Private,208817, 10th,10, Married-civ-spouse, ?, Own-child, White, Male,668,39,41, Poland, >50K
54, ?,79841, Bachelors,9, Divorced, Exec-managerial, Husband, White, Female,1672,117,22, United-States, >50K
25, Private,148277, Bachelors,12, Married-civ-spouse, ?, Own-child, White, Male,1003,52,41, United-States, <=50K
43, ?,290413, 10th,12, Divorced, Adm-clerical, Husband, White, Female,668,78,40, ?, <=50K
20, Private,156174, 10th,4, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,334,39,63, United-States, <=50K
61, Private,250931, Assoc-acdm,11, Divorced, ?, Husband, Black, Female,1672,91,39, United-States, <=50K
32, Private,153541, HS-grad,11, Married-civ-spouse, Other-service, Wife, White, Male,334,0,41, United-States, <=50K
71, Private,287781, Some-college,9, Divorced, Prof-specialty, Husband, White, Male,1003,26,49, United-States, <=50K
26, ?,285149, 10th,9, Married-civ-spouse, ?, Husband, White, Male,334,104,22, United-States, >50K
27, Local-gov,121956, 5th-6th,12, Divorced, ?, Husband, White, Female,668,26,42, United-States, >50K
51, ?,177231, Some-college,6, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2006,26,39, United-States, <=50K
34, Private,129852, 10th,5, Married-civ-spouse, ?, Husband, White, Male,1003,39,42, United-States, >50K
24, Private,148277, 10th,8, Never-married, ?, Husband, White, Female,0,1460,5, United-States, <=50K
21, ?,98266, HS-grad,9, Divorced, Exec-managerial, Husband, White, Female,334,13,40, ?, <=50K
24, Private,364114, 10th,9, Divorced, ?, Wife, White, Male,668,78,41, United-States, <=50K
27, ?,256195, 10th,10, Married-civ-spouse, ?, Own-child, White, Female,334,1917,41, United-States, >50K
52, Federal-gov,140381, 10th,13, Married-civ-spouse, Craft-repair, Husband, White, Female,2006,78,39, United-States, <=50K
27, ?,108795, Some-college,14, Married-civ-spouse, ?, Husband, White, Male,1337,117,48, Cuba, <=50K
43, ?,19302, HS-grad,14, Never-married, ?, Husband, White, Female,2006,39,18, United-States, <=50K
31, Private,103530, Bachelors,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,1337,52,42, United-States, <=50K
34, Private,85105, Some-college,12, Divorced, Machine-op-inspct, Husband, White, Female,1672,26,48, Hong, >50K
26, ?,271988, 10th,7, Divorced, ?, Husband, Asian-Pac-Islander, Male,1337,156,48, United-States, <=50K
38, ?,219345, HS-grad,9, Divorced, ?, Husband, White, Male,334,0,37, United-States, <=50K
60, Private,293046, HS-grad,6, Married-civ-spouse, ?, Husband, Black, Male,2006,78,40, United-States, <=50K
38, ?,261460, 5th-6th,8, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,668,52,46, United-States, >50K
58, ?,208817, HS-grad,13, Divorced, ?, Husband, White, Female,1337,65,41, Mexico, <=50K
48, Private,206184, Bachelors,9, Divorced, Craft-repair, Not-in-family, White, Male,1672,0,40, United-States, >50K
27, Private,258828, 11th,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,1003,2386,71, United-States, <=50K
29, Private,224610, 10th,13, Never-married, ?, Not-in-family, White, Male,2675,26,42, United-States, <=50K
43, Local-gov,190392, 10th,12, Divorced, ?, Husband, White, Male,1672,1382,42, United-States, >50K
30, Local-gov,253563, 10th,2, Married-civ-spouse, ?, Husband, White, Male,14715,130,59, United-States, <=50K
46, ?,187759, HS-grad,12, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,668,0,41, United-States, <=50K
60, Private,364114, HS-grad,10, Divorced, Protective-serv, Husband, White, Female,0,39,38, United-States, >50K
34, Private,85105, 10th,8, Divorced, Craft-repair, Husband, Black, Male,5685,104,55, United-States, <=50K
58, Private,161438, 10th,9, Divorced, Craft-repair, Husband, White, Female,334,13,44, United-States, <=50K
44, ?,195656, 10th,8, Never-married, ?, Husband, White, Male,1337,117,60, United-States, <=50K
30, Private,232506, Some-college,9, Never-married, ?, Not-in-family, White, Male,668,52,53, United-States, <=50K
41, Private,240402, 10th,9, Married-civ-spouse, Other-service, Husband, White, Female,1337,13,43, Jamaica, <=50K
57, Private,343056, Doctorate,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,2006,13,37, United-States, >50K
42, Private,171966, 11th,12, Married-civ-spouse, Adm-clerical, Husband, White, Female,1003,65,22, United-States, <=50K
33, Private,140381, HS-grad,9, Never-married, Prof-specialty, Husband, White, Male,3344,39,39, United-States, >50K
17, Private,32462, HS-grad,2, Divorced, ?, Not-in-family, White, Female,1672,52,40, United-States, <=50K
56, Private,193024, 10th,10, Divorced, Exec-managerial, Husband, White, Male,2675,13,67, United-States, <=50K
25, Private,343056, Assoc-voc,8, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,668,0,54, Mexico, <=50K
35, Private,119323, Masters,3, Never-married, ?, Husband, White, Male,668,1969,36, United-States, <=50K
41, Private,161438, 10th,13, Divorced, ?, Husband, White, Male,334,1969,39, United-States, <=50K
37, Self-emp-inc,306206, 10th,9, Divorced, ?, Husband, White, Female,334,26,53, United-States, >50K
18, Private,37727, HS-grad,6, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,668,104,45, United-States, <=50K
51, Private,148277, 9th,15, Married-civ-spouse, ?, Own-child, White, Male,0,52,46, United-States, >50K
48, ?,298310, 10th,9, Divorced, Prof-specialty, Husband, White, Male,1337,26,58, ?, <=50K
