Age,Workclass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-Country,Class
54, Private,154503, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-38,16,46, United-States, >50K
50, Private,64378, Some-college,9, Divorced, Other-service, Not-in-family, White, Female,-708,-8,51, United-States, <=50K
57, Private,51134, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,15,1742,37, United-States, >50K
66, Private,182779, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,-169,12,42, United-States, >50K
46, Self-emp-not-inc,238097, Some-college,10, Divorced, Sales, Unmarried, Black, Female,-197,7,45, United-States, <=50K
54, Self-emp-inc,237913, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-440,15,45, United-States, >50K
37, Private,110609, HS-grad,8, Divorced, Machine-op-inspct, Not-in-family, White, Female,-775,-12,42, United-States, <=50K
46, Self-emp-not-inc,169529, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,49,34,64, United-States, >50K
44, Private,242933, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-239,6,57, United-States, >50K
19, ?,208896, 11th,8, Never-married, ?, Other-relative, White, Male,-845,1,30, United-States, <=50K
57, Local-gov,243038, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,18,10,41, United-States, >50K
44, Private,139777, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, Black, Male,43,9,41, United-States, >50K
78, Self-emp-not-inc,104409, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-113,1944,40, United-States, >50K
58, Self-emp-not-inc,43826, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,245,2284,43, United-States, >50K
39, Self-emp-inc,123925, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-232,22,71, United-States, <=50K
35, Local-gov,148579, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,-222,8,88, United-States, >50K
71, Federal-gov,98017, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,-269,44,47, United-States, >50K
35, Private,58705, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-1067,1,40, United-States, >50K
45, Private,131461, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-168,11,39, United-States, >50K
68, Federal-gov,163132, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,288,8,41, United-States, >50K
61, Private,199719, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,689,14,53, United-States, >50K
30, Self-emp-not-inc,29727, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,-512,17,64, United-States, <=50K
33, Federal-gov,282601, HS-grad,8, Married-civ-spouse, Prof-specialty, Wife, White, Female,5799,0,35, United-States, >50K
67, Private,-11887, Masters,13, Never-married, Prof-specialty, Not-in-family, White, Male,-742,-16,33, United-States, <=50K
25, Private,380961, Some-college,9, Never-married, Sales, Own-child, White, Male,-351,11,42, United-States, <=50K
56, Private,185007, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,-115,6,41, United-States, >50K
40, Private,184200, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,-899,-19,39, United-States, <=50K
70, Self-emp-not-inc,106499, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-209,15,26, United-States, <=50K
41, Self-emp-not-inc,397003, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,310,32,43, United-States, >50K
42, Self-emp-inc,200564, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,-231,29,53, United-States, >50K
46, Private,77648, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,198,47,38, India, <=50K
44, State-gov,289479, Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3436,48,61, United-States, >50K
15, Private,235493, Some-college,9, Never-married, Sales, Own-child, White, Female,-599,-1,15, United-States, <=50K
56, Private,179535, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-139,21,54, United-States, >50K
19, Private,231022, 11th,7, Never-married, Tech-support, Own-child, White, Female,-346,-12,36, United-States, <=50K
50, Self-emp-not-inc,157943, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,-80,20,44, United-States, >50K
23, Self-emp-not-inc,217839, Some-college,9, Never-married, Sales, Not-in-family, White, Male,-581,13,28, United-States, <=50K
42, State-gov,212702, Masters,14, Married-civ-spouse, Tech-support, Wife, White, Female,-553,9,39, United-States, >50K
23, Private,255180, HS-grad,8, Never-married, Sales, Other-relative, White, Female,-331,-8,19, United-States, <=50K
63, State-gov,221111, HS-grad,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,-268,6,39, United-States, >50K
42, Private,-68469, 12th,7, Never-married, Sales, Not-in-family, White, Male,-677,30,55, United-States, <=50K
64, Private,249312, 10th,5, Divorced, Sales, Unmarried, White, Female,-86,-14,13, United-States, <=50K
46, Private,-19184, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Male,-316,-13,42, United-States, <=50K
62, Federal-gov,102940, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,27,42,50, United-States, >50K
50, Federal-gov,120413, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-218,20,46, United-States, >50K
42, Private,52128, 12th,9, Never-married, Sales, Own-child, White, Male,-996,17,61, United-States, <=50K
60, Private,248804, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,17,-4,36, United-States, <=50K
57, State-gov,331659, Some-college,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7215,19,55, United-States, >50K
35, Local-gov,197923, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,-42,20,69, United-States, >50K
27, Federal-gov,205242, Assoc-voc,10, Never-married, Adm-clerical, Own-child, White, Female,-495,13,27, United-States, <=50K
45, Private,238550, 10th,6, Never-married, Transport-moving, Unmarried, Black, Female,-109,0,39, United-States, <=50K
73, Self-emp-not-inc,278526, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,96,2061,42, United-States, >50K
48, Private,39022, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Male,169,17,44, United-States, >50K
51, State-gov,208580, Assoc-voc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-139,8,43, United-States, >50K
53, Private,232657, Some-college,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,-601,5,39, United-States, >50K
36, Private,193389, HS-grad,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,-30,-3,38, United-States, >50K
34, Private,236709, HS-grad,10, Never-married, Other-service, Unmarried, White, Female,-458,-31,38, Mexico, <=50K
42, Private,162519, Some-college,12, Married-civ-spouse, Protective-serv, Husband, White, Male,113097,-24,49, United-States, >50K
55, Private,93399, Assoc-acdm,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,10874,-5,37, United-States, >50K
28, ?,337118, Masters,12, Never-married, ?, Other-relative, White, Female,543,5,25, United-States, >50K
45, Self-emp-inc,174134, 10th,5, Married-civ-spouse, Sales, Husband, White, Male,-310,16,45, United-States, <=50K
50, Local-gov,381237, 1st-4th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,777,11,34, Mexico, <=50K
58, Private,247604, Bachelors,7, Married-civ-spouse, Transport-moving, Husband, White, Male,30257,-11,38, United-States, <=50K
46, Private,45299, HS-grad,8, Never-married, Other-service, Other-relative, White, Male,-306,-1,38, United-States, <=50K
40, Private,234856, Some-college,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,-513,9,41, United-States, >50K
55, Private,264646, Some-college,9, Divorced, Adm-clerical, Not-in-family, White, Male,-36,-14,44, United-States, <=50K
33, Private,120335, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,-572,-3,53, United-States, <=50K
20, Private,417066, Some-college,9, Never-married, Exec-managerial, Own-child, White, Female,-629,-1,18, United-States, <=50K
22, Private,158622, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,-1837,-9,40, United-States, <=50K
41, Private,144542, 7th-8th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-594,0,42, United-States, >50K
35, Private,240648, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-152,5,40, United-States, >50K
64, Private,219349, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,1810,8,39, United-States, >50K
46, Private,102593, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,-232,18,38, United-States, >50K
50, Private,120900, Masters,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,-335,31,51, United-States, >50K
32, Private,261347, HS-grad,9, Divorced, Machine-op-inspct, Own-child, Black, Female,-667,6,41, United-States, <=50K
50, Private,202691, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-166,11,41, United-States, >50K
20, Private,181936, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Female,-324,-13,21, United-States, <=50K
51, Private,-25061, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,109,23,42, United-States, <=50K
64, Private,255617, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,8079,16,40, United-States, >50K
46, Private,194661, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-28,13,41, United-States, >50K
52, Private,289239, Masters,13, Never-married, Exec-managerial, Not-in-family, White, Male,9776,-9,40, United-States, >50K
28, ?,123862, Bachelors,12, Never-married, ?, Own-child, White, Male,-376,4,43, United-States, <=50K
67, Self-emp-not-inc,131454, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,-528,-22,44, United-States, >50K
38, Self-emp-not-inc,178474, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,119,29,68, United-States, <=50K
72, Self-emp-inc,148928, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,431,2178,45, United-States, >50K
41, Local-gov,152100, Bachelors,12, Divorced, Prof-specialty, Unmarried, White, Female,160,17,41, United-States, <=50K
49, Private,156561, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,60,17,53, United-States, >50K
48, Private,212457, Assoc-voc,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,-376,8,42, United-States, >50K
49, Self-emp-inc,44132, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Male,-572,24,48, United-States, >50K
25, Private,187463, HS-grad,8, Never-married, Sales, Own-child, White, Male,-364,5,40, United-States, <=50K
39, Local-gov,128299, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-160,12,41, United-States, <=50K
41, Private,153356, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,-96,3,41, United-States, <=50K
40, Private,425324, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-248,8,42, United-States, >50K
49, Private,54686, Bachelors,12, Divorced, Prof-specialty, Not-in-family, White, Male,171,-2,43, United-States, >50K
65, Private,227204, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7575,5,39, United-States, >50K
23, Private,73703, Some-college,9, Never-married, Sales, Own-child, White, Male,-585,7,43, United-States, <=50K
21, Private,99275, Some-college,10, Never-married, Other-service, Own-child, White, Male,-899,-1,22, United-States, <=50K
58, Private,233767, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,115,16,64, United-States, >50K
55, Private,45482, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,268,4,47, United-States, <=50K
32, Private,195982, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-1181,-1,42, United-States, >50K
60, Private,123176, Masters,14, Married-spouse-absent, Sales, Unmarried, Asian-Pac-Islander, Female,-650,-2,55, Philippines, <=50K
40, Private,212270, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,-493,7,42, United-States, <=50K
43, Self-emp-inc,207621, Assoc-voc,10, Married-civ-spouse, Protective-serv, Husband, White, Male,-208,20,49, United-States, >50K
33, Self-emp-not-inc,220533, 5th-6th,4, Divorced, Craft-repair, Unmarried, White, Male,-75,11,42, Mexico, <=50K
58, Self-emp-not-inc,61370, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,30,11,33, United-States, <=50K
34, Private,279920, Bachelors,12, Never-married, Prof-specialty, Not-in-family, Black, Male,-256,7,42, United-States, <=50K
42, Local-gov,239763, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,-48,24,43, United-States, >50K
26, Private,127080, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,-246,-6,42, United-States, <=50K
54, Private,60441, Some-college,9, Married-civ-spouse, Other-service, Husband, White, Male,-256,10,38, United-States, >50K
52, Self-emp-inc,249060, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-290,9,47, United-States, >50K
47, Private,241033, Some-college,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,-498,12,39, United-States, >50K
54, Local-gov,218897, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5030,31,39, United-States, >50K
52, Self-emp-not-inc,244132, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,230,28,42, United-States, >50K
55, Private,401068, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,590,830,41, United-States, >50K
61, ?,266701, 7th-8th,3, Married-civ-spouse, ?, Husband, White, Male,209,-2,38, United-States, >50K
62, Private,116720, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,292,14,71, United-States, >50K
33, Private,3225, Some-college,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,-916,5,45, United-States, <=50K
31, Private,221588, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,-398,17,50, United-States, >50K
48, Private,142002, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,-719,-1,57, United-States, <=50K
70, Private,154750, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,100,1,39, United-States, >50K
46, Federal-gov,-92987, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,-456,7,46, United-States, <=50K
37, Private,87463, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-172,13,41, United-States, >50K
63, Local-gov,66439, HS-grad,8, Divorced, Adm-clerical, Not-in-family, White, Female,-247,-15,38, United-States, <=50K
23, Local-gov,170126, Bachelors,12, Never-married, Prof-specialty, Own-child, White, Female,-491,2,42, United-States, <=50K
25, Private,267844, Bachelors,12, Never-married, Sales, Own-child, White, Male,-335,0,42, United-States, <=50K
47, Private,120186, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,100,25,43, United-States, >50K
14, Private,229623, Some-college,8, Never-married, Machine-op-inspct, Own-child, White, Female,-985,-7,13, United-States, <=50K
41, Private,147950, HS-grad,9, Never-married, Machine-op-inspct, Husband, White, Male,-532,30,44, Mexico, <=50K
77, Local-gov,185226, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,167,40,37, United-States, >50K
34, Private,48521, HS-grad,8, Never-married, Transport-moving, Own-child, White, Male,-287,2,38, United-States, <=50K
45, Private,45202, HS-grad,8, Never-married, Transport-moving, Not-in-family, White, Male,-334,-14,36, United-States, <=50K
49, Local-gov,191789, Prof-school,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,-710,10,40, United-States, >50K
64, Self-emp-inc,94428, HS-grad,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,-660,10,42, United-States, <=50K
70, Local-gov,221178, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,419,9,42, United-States, >50K
25, Private,-6928, Bachelors,12, Separated, Prof-specialty, Not-in-family, Black, Male,-370,8,39, United-States, <=50K
61, Self-emp-not-inc,135684, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,158,29,44, United-States, >50K
40, Private,176141, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-145,-3,38, United-States, <=50K
20, Private,194611, HS-grad,8, Never-married, Craft-repair, Other-relative, White, Female,-378,-17,26, United-States, <=50K
54, Private,-88783, 12th,8, Married-civ-spouse, Sales, Husband, White, Male,-507,18,54, United-States, >50K
40, Local-gov,141855, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,7064,6,41, United-States, >50K
47, Self-emp-inc,89537, Bachelors,12, Divorced, Sales, Not-in-family, White, Male,11,15,49, United-States, >50K
70, ?,236902, HS-grad,8, Married-civ-spouse, ?, Husband, White, Male,-478,8,28, United-States, <=50K
49, Private,178296, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,6,13,48, United-States, >50K
57, Private,232492, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-36,18,43, United-States, >50K
59, Private,274007, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,439,17,59, United-States, >50K
46, Private,153824, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,229,10,66, United-States, >50K
44, Private,219305, HS-grad,8, Married-civ-spouse, Exec-managerial, Wife, White, Female,-364,1,37, United-States, >50K
62, Private,52331, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,-50,1764,32, United-States, >50K
52, Private,167479, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-118,13,45, United-States, >50K
37, Private,64585, Bachelors,12, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,-335,-25,44, United-States, <=50K
23, Private,202025, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Female,-327,-3,38, United-States, <=50K
43, Private,182396, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,-660,13,41, United-States, >50K
57, Private,175683, Bachelors,12, Divorced, Exec-managerial, Unmarried, White, Male,144,-15,43, United-States, <=50K
47, Private,231544, HS-grad,8, Married-civ-spouse, Exec-managerial, Wife, White, Female,-327,2,38, United-States, >50K
55, Private,116113, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,8651,6,45, China, >50K
45, Private,128785, Bachelors,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-475,8,42, United-States, >50K
46, Private,152976, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,97,20,69, United-States, >50K
22, Private,201365, Some-college,9, Never-married, Sales, Other-relative, Black, Female,-178,5,25, United-States, <=50K
40, Private,63262, Bachelors,12, Never-married, Tech-support, Not-in-family, White, Male,-106,0,46, United-States, >50K
35, Private,395897, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Male,-310,-2,45, United-States, >50K
57, Private,-9945, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-468,17,27, United-States, <=50K
71, Private,203764, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,-31,18,41, United-States, >50K
53, State-gov,154193, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-51,36,42, United-States, >50K
45, Private,165215, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,245,41,44, India, >50K
52, Private,144383, Assoc-acdm,11, Married-civ-spouse, Prof-specialty, Wife, Other, Female,-840,25,47, United-States, >50K
22, Private,90413, HS-grad,8, Never-married, Other-service, Own-child, White, Male,-625,0,38, United-States, <=50K
49, State-gov,251101, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,-446,27,66, United-States, >50K
25, Private,115413, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-949,-9,38, United-States, <=50K
52, Private,165696, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,-392,12,38, United-States, >50K
59, Private,289384, 9th,5, Married-civ-spouse, Other-service, Wife, Black, Female,-117,0,44, United-States, <=50K
64, Private,119399, Assoc-acdm,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-394,36,48, United-States, >50K
41, Self-emp-inc,126837, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,-621,24,49, United-States, <=50K
54, Private,233805, Doctorate,15, Divorced, Prof-specialty, Not-in-family, White, Male,10450,14,38, United-States, >50K
32, Private,235439, 10th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,26,26,63, United-States, >50K
63, State-gov,158970, HS-grad,8, Divorced, Prof-specialty, Unmarried, White, Female,-507,-12,40, United-States, <=50K
51, State-gov,273659, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-120,25,84, United-States, >50K
37, Private,181026, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,-41,23,40, United-States, >50K
56, Private,169787, 11th,6, Divorced, Adm-clerical, Not-in-family, White, Male,-67,-29,29, United-States, <=50K
23, Private,273085, HS-grad,8, Never-married, Sales, Own-child, White, Male,-337,1,40, United-States, <=50K
51, Private,155063, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,-167,12,39, United-States, <=50K
52, Local-gov,113703, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-82,15,39, United-States, >50K
55, Private,107020, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,317,-7,45, United-States, >50K
65, Local-gov,170325, Assoc-acdm,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,9129,6,38, United-States, >50K
54, Local-gov,234383, Bachelors,12, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,75,2,40, United-States, <=50K
68, Self-emp-not-inc,24672, HS-grad,9, Widowed, Transport-moving, Not-in-family, White, Male,60,-5,49, United-States, <=50K
63, Private,158009, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,-799,-6,40, United-States, <=50K
93, Self-emp-not-inc,-103939, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Female,-88,2368,-2, United-States, >50K
55, Private,-52662, 12th,7, Married-civ-spouse, Sales, Husband, White, Male,-985,27,56, United-States, >50K
44, Private,163095, HS-grad,8, Married-civ-spouse, Exec-managerial, Wife, White, Female,-54,-1,36, United-States, <=50K
59, Private,78234, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-563,-14,38, United-States, <=50K
27, State-gov,205122, Some-college,9, Never-married, Prof-specialty, Own-child, White, Male,-560,23,51, United-States, <=50K
52, Local-gov,7369, HS-grad,8, Married-civ-spouse, Other-service, Husband, White, Male,-85,1,35, United-States, <=50K
43, Private,57083, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-186,6,39, United-States, <=50K
51, Private,189849, HS-grad,8, Married-civ-spouse, Other-service, Wife, White, Female,-292,0,38, United-States, >50K
51, Self-emp-not-inc,89488, Bachelors,12, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,247,50,49, United-States, >50K
42, Private,203630, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2831,-5,41, United-States, >50K
49, Self-emp-inc,218397, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,5263,18,45, United-States, >50K
65, Local-gov,134530, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4715,27,36, United-States, >50K
72, Private,79340, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,28,45, United-States, >50K
15, ?,187437, Some-college,9, Never-married, ?, Own-child, White, Female,-1225,17,41, United-States, <=50K
50, Private,142788, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,-168,16,52, United-States, >50K
55, Self-emp-inc,46818, Bachelors,12, Divorced, Prof-specialty, Not-in-family, White, Male,184,1711,44, United-States, >50K
34, Private,291637, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,-650,-6,40, United-States, <=50K
63, Local-gov,103804, Masters,13, Divorced, Prof-specialty, Not-in-family, White, Female,-408,-9,37, United-States, <=50K
24, State-gov,149451, HS-grad,8, Never-married, Prof-specialty, Own-child, White, Male,-615,21,33, United-States, <=50K
27, Federal-gov,168861, Some-college,9, Never-married, Adm-clerical, Not-in-family, White, Female,-538,11,17, United-States, <=50K
68, Local-gov,206479, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,-47,2,41, United-States, >50K
