Age,Workclass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-Country,Class
64, Self-emp-inc,103284, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States, >50K
34, Private,135611, Some-college,10, Separated, Sales, Not-in-family, White, Male,0,0,44, United-States, <=50K
33, Private,232778, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private,210893, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,155483, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2587,40, United-States, <=50K
25, Private,338348, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private,128299, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, <=50K
60, Private,186657, 9th,4, Widowed, Other-service, Unmarried, Black, Female,0,0,26, United-States, <=50K
33, Private,194788, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private,224548, 12th,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private,236207, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
21, Local-gov,135519, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,53, United-States, <=50K
41, Private,248030, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,49, United-States, <=50K
30, Private,175397, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private,240870, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, United-States, <=50K
26, Private,339665, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
65, ?,80340, Some-college,10, Widowed, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,7, United-States, <=50K
31, Private,116595, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,1904,0,58, United-States, >50K
44, Private,105765, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
35, Private,326014, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,165861, Some-college,10, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, United-States, <=50K
33, Private,134753, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
19, Private,212820, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
47, State-gov,192796, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
38, Self-emp-not-inc,218129, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,58, Jamaica, <=50K
47, State-gov,230470, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States, >50K
32, Private,233816, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, United-States, >50K
25, Private,286569, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
46, Private,330092, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,6954,0,40, United-States, >50K
47, Private,203815, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, Private,224886, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
64, Private,322075, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,34, United-States, <=50K
40, ?,399429, Assoc-acdm,12, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc,184210, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, <=50K
32, Self-emp-not-inc,215082, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,49, United-States, <=50K
32, Private,226118, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,80, United-States, <=50K
25, Private,173775, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1741,41, United-States, <=50K
19, Private,185963, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,1641,22, United-States, <=50K
53, Private,274101, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
46, Private,77325, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, ?,317545, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States, >50K
18, Private,187557, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
38, Private,140905, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,32, United-States, <=50K
44, Self-emp-inc,43721, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
20, Private,110353, HS-grad,8, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
41, Private,118955, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
31, Private,188281, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,32646, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,22, United-States, <=50K
38, Private,177193, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,51, United-States, <=50K
41, Private,57174, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,44, United-States, >50K
47, Self-emp-not-inc,103798, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private,101849, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private,257644, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Mexico, <=50K
25, Local-gov,187614, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc,161734, Some-college,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,5762,0,60, United-States, >50K
57, Local-gov,268042, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,61, United-States, <=50K
28, Private,210760, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,92790, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,214671, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Self-emp-not-inc,209116, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
59, Private,168284, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private,141024, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
32, Private,237515, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,11966,0,42, United-States, >50K
35, Private,66687, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,41, United-States, <=50K
46, Private,202714, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
39, Private,213043, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,1635,0,40, Japan, <=50K
33, Private,310174, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
68, ?,143845, Bachelors,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
20, Private,220762, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc,96551, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private,127151, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,39, United-States, <=50K
60, Private,226532, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,238222, Some-college,10, Separated, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
53, Private,87262, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,31, United-States, <=50K
20, Private,168732, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
37, Self-emp-not-inc,254429, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
47, Private,277584, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1900,50, United-States, >50K
30, Private,180111, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc,152091, 7th-8th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2179,40, United-States, <=50K
22, Private,309773, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
21, State-gov,139625, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,9, United-States, <=50K
55, Private,209469, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,34, United-States, <=50K
49, Private,152170, HS-grad,9, Separated, Sales, Unmarried, White, Male,0,0,49, United-States, <=50K
26, Private,174818, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
49, Private,138629, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,33, United-States, >50K
25, Private,225848, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private,134962, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
57, Private,110338, Masters,14, Widowed, Sales, Not-in-family, White, Female,0,0,27, United-States, <=50K
48, Private,133605, Bachelors,13, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
27, Local-gov,136240, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Private,139893, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
21, Private,317246, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,49, United-States, <=50K
63, Private,213312, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Local-gov,174151, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,46, United-States, <=50K
20, Local-gov,227037, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private,108456, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,58, United-States, <=50K
41, Local-gov,215155, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,41, United-States, >50K
48, Local-gov,117356, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,6149,0,30, United-States, >50K
62, Self-emp-inc,181409, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,41, United-States, <=50K
49, Self-emp-not-inc,234906, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
47, Private,66261, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, >50K
59, Federal-gov,180709, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,1199,0,40, United-States, <=50K
59, Self-emp-inc,148192, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, United-States, <=50K
34, Private,55328, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
30, Private,172013, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,43, United-States, <=50K
31, Private,301462, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private,151902, 9th,6, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,70, United-States, <=50K
59, Self-emp-not-inc,45687, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States, >50K
24, Private,86994, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,78295, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
38, Private,51547, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,51, United-States, <=50K
36, Private,148466, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,69, United-States, <=50K
47, Self-emp-inc,247578, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,6118,0,51, United-States, >50K
29, Private,187390, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
75, ?,134645, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
19, ?,157505, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private,91523, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private,204236, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
41, Private,204785, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,28068, HS-grad,9, Separated, Craft-repair, Other-relative, White, Male,0,0,53, United-States, <=50K
21, Private,315636, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,39, United-States, <=50K
28, Private,386084, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,150932, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,41, United-States, <=50K
50, Private,94124, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,5807,0,39, United-States, >50K
21, Private,187227, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,1833,0,40, United-States, <=50K
40, Private,210393, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,49, United-States, <=50K
17, Private,154004, 11th,7, Never-married, Other-service, Own-child, White, Male,0,1685,17, United-States, <=50K
33, Private,191736, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private,50061, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States, <=50K
40, Private,90886, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,70303, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
23, Private,314606, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,36, United-States, <=50K
41, Private,169409, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,4, United-States, <=50K
50, ?,104310, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,16, United-States, <=50K
60, ?,239565, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,36, Poland, <=50K
34, Local-gov,40693, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,47, United-States, <=50K
24, Private,320158, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc,92456, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private,222210, Assoc-acdm,12, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,0,0,36, Poland, <=50K
52, Private,270150, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, >50K
27, ?,194929, HS-grad,9, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private,176008, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,195611, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,53, United-States, <=50K
58, Private,182144, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
31, Private,248135, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
38, Private,108763, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,114424, Some-college,10, Divorced, Sales, Own-child, White, Male,2889,0,43, United-States, <=50K
20, Private,252063, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,29, United-States, <=50K
37, Private,153949, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, ?, <=50K
25, Local-gov,493534, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,174638, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1848,50, United-States, >50K
29, Private,57307, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private,168654, Masters,14, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,85395, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
53, Self-emp-not-inc,69000, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private,102720, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
55, Private,159261, Some-college,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,100155, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,357,0,44, United-States, >50K
33, Self-emp-not-inc,195818, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private,112212, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc,179546, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
32, Private,195997, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,42, United-States, >50K
28, Private,109522, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,2141,0,40, United-States, <=50K
50, Private,207283, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1552,51, United-States, <=50K
37, Private,160140, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,89764, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, >50K
42, Federal-gov,152551, HS-grad,9, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,42, United-States, <=50K
40, Private,220172, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
47, Private,147320, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private,239291, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,21, United-States, <=50K
24, Private,333784, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,36, United-States, <=50K
46, Private,218252, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50K
33, ?,117210, HS-grad,9, Widowed, ?, Own-child, White, Female,0,0,38, United-States, <=50K
48, Private,205549, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private,229885, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,214595, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Female,0,0,35, Jamaica, <=50K
37, Private,276155, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
60, Private,140812, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,231334, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
26, Private,179619, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,62, United-States, <=50K
50, Private,109912, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,46, United-States, >50K
34, Private,110813, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
21, Private,184525, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
61, Self-emp-inc,171055, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1896,36, United-States, >50K
20, Private,111165, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,31, United-States, <=50K
41, Private,523764, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,187886, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,46, United-States, <=50K
32, Private,115411, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1892,54, United-States, >50K
48, State-gov,224530, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
50, Private,177276, Bachelors,11, Divorced, Other-service, Not-in-family, White, Male,0,0,41, United-States, <=50K
23, Local-gov,286916, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, State-gov,251477, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private,229499, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, United-States, <=50K
24, Private,70062, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,35, United-States, <=50K
25, Private,107107, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,46, United-States, <=50K
42, Self-emp-inc,123356, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35, Local-gov,350892, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
22, ?,320973, Assoc-acdm,11, Never-married, ?, Own-child, White, Male,0,1720,20, United-States, <=50K
49, Private,161843, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private,184843, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,36, United-States, <=50K
23, Private,116597, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
22, Private,122850, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
23, Private,130770, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,52, United-States, <=50K
43, Private,224594, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
60, Private,230090, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,39, United-States, >50K
34, Private,58356, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
34, Private,204971, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
43, Private,343460, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,14031,0,40, United-States, >50K
26, Private,193313, Bachelors,13, Never-married, Other-service, Other-relative, White, Female,0,0,42, United-States, <=50K
41, Private,219862, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,50, United-States, <=50K
50, Private,81852, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,49, United-States, <=50K
20, Private,160623, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,252263, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Haiti, <=50K
23, Private,124624, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc,189051, Masters,14, Married-civ-spouse, Sales, Wife, White, Female,0,1900,36, United-States, >50K
30, Private,193636, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,43, United-States, <=50K
36, Private,120588, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,276228, 1st-4th,1, Never-married, Other-service, Own-child, White, Male,0,0,19, United-States, <=50K
